,user_name,user_id,video_id,video_desc,video_time,video_length,video_link,n_likes,n_shares,n_comments,n_plays,trending
2098,ali.dakhlallah0,6.82E+18,6.93E+18,#fyp #foryou #foryoupage #ohno #😂 #daughter #dad #daddysgirl #omg #staged #act #joke #lmfao #lmao #duet #comedy #marriage #heatbreak #brokenheart #💔,1613762282,48,https://www.tiktok.com/@ali.dakhlallah0/video/6931056180689194246?lang=en,31400,2448,1178,827500,0
2099,ali.dakhlallah0,6.82E+18,6.93E+18,#fyp #foryou #foryoupage #lmfao #coldDays #MiFamilia #blackcreatives #screamandshout #tiktokfashionmonth #ohno #workout #hilarious #trending #😂 #🤣,1613613937,32,https://www.tiktok.com/@ali.dakhlallah0/video/6930419021498273029?lang=en,574,86,41,11300,0
2100,ali.dakhlallah0,6.82E+18,6.93E+18,#fyp #foryou #foryoupage #lmao #lmfao #omg #ohno #comedy #staged #hilarious #trending #fyppppppppppppppppppppppp #😂 #😂😂 #🤣 #duet #wtf #skit,1613439497,19,https://www.tiktok.com/@ali.dakhlallah0/video/6929669807008746757?lang=en,2232,285,75,80700,0
2101,ali.dakhlallah0,6.82E+18,6.93E+18,#fyp #foryou #foryoupage #😂 #😂😂😂 #funny #comedy #ohshit #wtf #lmao #lmfao #duet #ohno #prank #🤣 #seriously #share,1613273213,9,https://www.tiktok.com/@ali.dakhlallah0/video/6928955615582768390?lang=en,673,62,49,12800,0
2102,ali.dakhlallah0,6.82E+18,6.93E+18,#fyp #TrulyGlowingSelfieLove #foryou #foryoupage #omg #lmao #lmfao #😂 #😂😂😂 #🤣 #wtf #dumbass #stupid #can #duet #seriously #ohno,1613171760,40,https://www.tiktok.com/@ali.dakhlallah0/video/6928519901757885701?lang=en,168000,18100,2268,1100000,1
2103,ali.dakhlallah0,6.82E+18,6.93E+18,#fyp #foryou #foryoupage #DoTheScottsSlide #TurboTaxLivePick6 #😂 #😂😂😂 #🤣 #lmao #lmfao #duet #comedy #lol #lmfao #wtf #hilarious #prank #prankwars,1612907361,42,https://www.tiktok.com/@ali.dakhlallah0/video/6927384316532002053?lang=en,1358,98,73,24800,0
2104,ali.dakhlallah0,6.82E+18,6.93E+18,#fyp #foryou #foryoupage #TurboTaxLivePick6 #😂 #🤣 #😂😂 #lmao #lmfao #hilarious #hilarious #hitman #hitmanchallenge #comedy #duet #like #poison,1612817477,34,https://www.tiktok.com/@ali.dakhlallah0/video/6926998277929848070?lang=en,745,51,37,24800,0
2105,ali.dakhlallah0,6.82E+18,6.93E+18,#fyp #foryou #foryoupage #TurboTaxLivePick6 #PepsiHalftimeChallenge #😂 #🤣 #😂😂 #lmao #lmfao #hilarious #lol #wtf #prank #prankwars #comedy #duet,1612721630,35,https://www.tiktok.com/@ali.dakhlallah0/video/6926586621932408069?lang=en,3977,294,93,112300,0
2106,ali.dakhlallah0,6.82E+18,6.93E+18,#foryou #fyp #foryoupage #PepsiHalftimeChallenge #PupPeroniShuffle #😂 #😂😂 #🤣 #lmao #lmfao #hilarious #wtf #lol #comedy #funny #duet #like #share,1612646739,6,https://www.tiktok.com/@ali.dakhlallah0/video/6926264960200854789?lang=en,1046,87,41,40500,0
2107,ali.dakhlallah0,6.82E+18,6.93E+18,Once again my employees win #fyp #foryou #foryoupage #PupPeroniShuffle #GetReadyWithOldSpice #ThisorThatSBLV #lmfao #lmao #comedy #prank #😂 #🤣 #😂😂,1612467467,7,https://www.tiktok.com/@ali.dakhlallah0/video/6925494992379170053?lang=en,1521,64,42,46600,0
2108,ali.dakhlallah0,6.82E+18,6.92E+18,#fyp #foryou #foryoupage #ThisorThatSBLV #lmao #lmfao #funny #comedy #hilarious #😂 #🤣 #lol #wtf #shower #barber #haircut,1612295698,15,https://www.tiktok.com/@ali.dakhlallah0/video/6924757251882355973?lang=en,1586,248,101,53400,0
2109,ali.dakhlallah0,6.82E+18,6.92E+18,#fyp #foryou #foryoupage #prank #comedy #act #hilarious #sofunny #lmfao #lmao #😂 #🤣 #cat #funny #wtf #omg #fyppppppppppppppppppppppp #challenge,1612230048,17,https://www.tiktok.com/@ali.dakhlallah0/video/6924475277267488006?lang=en,517900,63600,0,11800000,0
2110,ali.dakhlallah0,6.82E+18,6.92E+18,#fyp #foryou #foryoupage #SwitchTheChobaniFlip #BoseAllOut #comedy #funny #hilarious #lmao #lmfao #😂 #🤣 #prankwars #revenge #duet #sofunny,1611606004,11,https://www.tiktok.com/@ali.dakhlallah0/video/6921795017921121542?lang=en,200400,38000,4308,3600000,1
2111,ali.dakhlallah0,6.82E+18,6.92E+18,#duet with @romeomaamary #fyp #foryou #foryoupage #funny #comedy #lol #BoseAllOut #laugh #omg,1611537651,18,https://www.tiktok.com/@ali.dakhlallah0/video/6921501435041549573?lang=en,1228,11,72,71600,0
2112,ali.dakhlallah0,6.82E+18,6.92E+18,#fyp #foryou #foryoupage #funny #comedy #hilarious #headlight #mechanic #lol #lmao #lmfao #wtf #BoseAllOut #😂 #🤣 #sofunny #duet #omg,1611517489,35,https://www.tiktok.com/@ali.dakhlallah0/video/6921414855140396293?lang=en,117600,5461,1369,1600000,0
2113,ali.dakhlallah0,6.82E+18,6.92E+18,#fyp #foryou #foryoupage #prankwars #funny #revenge #prank #mechanic #theygotme #😂 #🤣 #comedy #wasnotexpectingthat #sofunny #hilarious #gotmilk,1611356233,10,https://www.tiktok.com/@ali.dakhlallah0/video/6920722260814859526?lang=en,4988,269,215,153600,0
2114,ali.dakhlallah0,6.82E+18,6.92E+18,#fyp #foryou #foryoupage #funny #prank #comedy #😂 #duet #gotem #mechanic #hilarious #ohno #lol #revenge #🤣 #fireestinguisher #smoke #mad #omg #lmfao,1611175061,43,https://www.tiktok.com/@ali.dakhlallah0/video/6919944132467182853?lang=en,28600,327,208,478700,0
2115,ali.dakhlallah0,6.82E+18,6.92E+18,#fyp #foryoupage #foryou #SeaShanty #HomeImprovement #prank #😂 #🤣 #duet #mechanic #employees #fired #theygotme #hiring #ohno,1610831609,37,https://www.tiktok.com/@ali.dakhlallah0/video/6918469024984714502?lang=en,241800,19600,1317,4000000,1
2116,ali.dakhlallah0,6.82E+18,6.92E+18,#fyp #foryou #foryoupage #GroupChat #WinterFashion #prank #gotyou #tampon #walmart #comedy #hilarious #😂 #🤣 #duet,1610668015,26,https://www.tiktok.com/@ali.dakhlallah0/video/6917766382872464645?lang=en,2753,328,86,83500,0
2117,ali.dakhlallah0,6.82E+18,6.92E+18,#fyp #foryou #foryoupage #NHLFaceOff #HealthyCooking #comedy #funny #lmao #lmfao #duet #prank #funny #pissedoff #hilarious #ohno #😂 #🤣,1610601427,48,https://www.tiktok.com/@ali.dakhlallah0/video/6917480316839972101?lang=en,832,95,28,11800,0
2118,ali.dakhlallah0,6.82E+18,6.92E+18,#fyp #foryou #foryoupage #MoneyTok #gym #workout #comedy #duet #hilarious #😂 #share #planetfitness #omg #ohno #almostfell #2020 #lmfao #lmao #like,1610486062,12,https://www.tiktok.com/@ali.dakhlallah0/video/6916984907851910406?lang=en,2926,300,115,136600,0
2119,ali.dakhlallah0,6.82E+18,6.92E+18,"The UNITED states of America, we are one. #fyp #foryou #foryoupage #thisisamerica #usa #america #biden2020 #trump2020 ￼#united #support #🇺🇸 #weare1",1610224896,12,https://www.tiktok.com/@ali.dakhlallah0/video/6915863214995623174?lang=en,97900,3760,5662,987800,0
2120,ali.dakhlallah0,6.82E+18,6.92E+18,#fyp #foryou #foryoupage #GreenScreenScan #TortillaTrend #funny #comedy #pen #nose #😂 #ohno #lmfao #lmao #lol #sofunny #bignose #hilarious #2020 #🤣,1610069323,14,https://www.tiktok.com/@ali.dakhlallah0/video/6915195026167401734?lang=en,1644,62,51,68100,0
2121,ali.dakhlallah0,6.82E+18,6.91E+18,#fyp #foryou #foryoupage #comedy #funny #stinky #armpit #ew #ohno #lol #😂 #ProjectCar #omg #fuckthisjob #smell #oilchange #mechanic #lmfao #fuck #😂,1609877494,9,https://www.tiktok.com/@ali.dakhlallah0/video/6914371136218221829?lang=en,5806,1750,166,357700,0
2122,ali.dakhlallah0,6.82E+18,6.91E+18,#fyp #foryou #foryoupage #comedy #lol #funny #literally #arrested #😂 #badboysforlife #act #wife #police #MyStyle #BachelorReady #funny #ohno  #2021 ￼,1609712178,18,https://www.tiktok.com/@ali.dakhlallah0/video/6913661102429637893?lang=en,3162,98,64,242100,0
2123,ali.dakhlallah0,6.82E+18,6.91E+18,#fyp #foryou #foryoupage #ohno #Welcome2021 #busted #iphone #cooking #crazywife #food #phone #comedy #😂 #duet #RareAesthetic #lmfao #lmao #share #lol,1609563318,17,https://www.tiktok.com/@ali.dakhlallah0/video/6913021709775867141?lang=en,9587,2615,480,612500,0
2124,ali.dakhlallah0,6.82E+18,6.91E+18,#fyp #foryou #foryoupage #comedy #lol #funny #daughter #facetime #funny #omg #money #Bye2020 #NewYearNewMiO #rent #hilarious #😂 #share #comment #like,1609449911,15,https://www.tiktok.com/@ali.dakhlallah0/video/6912534679908257030?lang=en,20900,2132,664,483800,0
2125,ali.dakhlallah0,6.82E+18,6.91E+18,#fyp #foryou #foryoupage #safety #ohno #crazy #watchout #😳 #oilchange #cars #😂 #newyear #like #comment #share #duet #omg #CozyAtHome #CobraKaiChop,1609081052,13,https://www.tiktok.com/@ali.dakhlallah0/video/6910950391224077573?lang=en,1825,123,83,60900,0
2126,ali.dakhlallah0,6.82E+18,6.91E+18,#fyp #foryoupage #foryou #stealing #FelizNavidad #TimeWarpJump #kindness #money #😂 #share #like #skit #dontsteal #oops #christmas #store #omg #lol,1608874717,20,https://www.tiktok.com/@ali.dakhlallah0/video/6910064208646294789?lang=en,3229,32,69,157400,0
2127,ali.dakhlallah0,6.82E+18,6.91E+18,#fyp #foryou #foryoupage #duet #HolidayTreats #StrikeAPosay #ohno #ohmygod #dinner #food #😂 #share #oops #DontDropTheOhYeah #WrappingGifts #trick #🤣,1608767453,31,https://www.tiktok.com/@ali.dakhlallah0/video/6909603530760359173?lang=en,2529,77,126,74800,0
2128,ali.dakhlallah0,6.82E+18,6.91E+18,they got me so good 😂 #fyp #foryou #foryoupage #funny #scared #theygotme #run #scareprank #prank #lol #ohnono #NBAIsBack #PerfectGifts #PerfectGifts,1608663877,16,https://www.tiktok.com/@ali.dakhlallah0/video/6909158690717191430?lang=en,5638,661,157,114900,0
2129,ali.dakhlallah0,6.82E+18,6.91E+18,best way to win poker 😂 #fyp #foryoupage #foryou #comedy #cheating #poker #facetime #StrikeAPosay #Wishlist #like #comment #funny #ohno #😂 #🤣 #omg,1608515081,11,https://www.tiktok.com/@ali.dakhlallah0/video/6908519589550853381?lang=en,437600,8220,1546,6600000,0
2130,ali.dakhlallah0,6.82E+18,6.91E+18,He thought I was checking his girl out but in reality I was looking at his best friend and his girl #fyp #foryou #foryoupage #busted #cheating #ohnono,1608427745,14,https://www.tiktok.com/@ali.dakhlallah0/video/6908144485012638982?lang=en,5109,88,126,217800,0
2131,ali.dakhlallah0,6.82E+18,6.91E+18,#fyp #foryoupage #foryou #fire #wtf #oops #gonewrong #fuckingcrazy #hilarious #thatshithurted #comedy #acting #HaventSeen #MakeItMagical #like #😂 #🤣,1608235640,23,https://www.tiktok.com/@ali.dakhlallah0/video/6907319395467513093?lang=en,57700,10500,912,2000000,1
2132,ali.dakhlallah0,6.82E+18,6.91E+18,I thought I was recording a Planned TikTok and I got played 😂 #fyp #foryou #foryoupage #pieface #gotem #😂 #funny #theygotme #hilarious #share #like,1608074905,8,https://www.tiktok.com/@ali.dakhlallah0/video/6906629048559013126?lang=en,32000,976,293,1500000,0
2133,ali.dakhlallah0,6.82E+18,6.91E+18,When your son snitches on you #😂 #funny #fyp #foryou #foryoupage #omg #snitch #hilarious #share #like #comment #lol #duet,1607898787,12,https://www.tiktok.com/@ali.dakhlallah0/video/6905872626917461253?lang=en,3351,93,64,109600,0
2134,ali.dakhlallah0,6.82E+18,6.91E+18,#fyp #foryou #foryoupage #CancelTheNoise #lol #comedy #funny #share #duet #comment #😂 #like #lmao #follow #baby,1607898512,16,https://www.tiktok.com/@ali.dakhlallah0/video/6905871445126089990?lang=en,3343,170,57,92100,0
2135,ali.dakhlallah0,6.82E+18,6.91E+18,"Focusing on school starts with the parents,watch your children  #fyp #foryoupage #stayinschool #foryou #repect #consequences #share #CancelTheNoise",1607816911,39,https://www.tiktok.com/@ali.dakhlallah0/video/6905520974939180293?lang=en,138600,22200,11300,3100000,1
2136,ali.dakhlallah0,6.82E+18,6.91E+18,#fyp #foryou #foryoupage #funny #comedy #ohnochallenge #besafe #watchout #share #like #comment #becareful #😂,1607709713,9,https://www.tiktok.com/@ali.dakhlallah0/video/6905060553572584710?lang=en,591700,32700,15500,9400000,1
2137,ali.dakhlallah0,6.82E+18,6.90E+18,#fyp #foryou #foryoupage #joke #riddle #UpTheBeat #funny #laugh #comedy #mikesmomchallenge #like #comment #share #mikesmom,1607562196,50,https://www.tiktok.com/@ali.dakhlallah0/video/6904426969455136006?lang=en,3853,148,203,129500,0
2138,ali.dakhlallah0,6.82E+18,6.90E+18,blooper😂😂 #fyp #foryou #foryoupage #funny #lol #blooper #fail #ouch #UpTheBeat #CancelTheNoise #like #watchmegrow #comment #😂,1607560756,29,https://www.tiktok.com/@ali.dakhlallah0/video/6904420779438460165?lang=en,7630,356,246,178000,0
2139,ali.dakhlallah0,6.82E+18,6.90E+18,Whats the first thing you’d grab? 😂😂 #fyp #foryou #foryoupage #lol #comedy #funny #😂 #like #comment #pan #share #gunshot,1607486307,10,https://www.tiktok.com/@ali.dakhlallah0/video/6904100950512864518?lang=en,2523,117,71,218800,0
2140,ali.dakhlallah0,6.82E+18,6.90E+18,#fyp #foryou #funny #comedy #lol #vaccine #coronavirus #covid #like #comment #covidvaccine,1607370936,19,https://www.tiktok.com/@ali.dakhlallah0/video/6903605432426810629?lang=en,12300,388,70,186800,0
2141,ali.dakhlallah0,6.82E+18,6.90E+18,When you accidentally leave your phone around your wife #lol #comedy #funny #fyp #foryou #foryoupage #money #busted #sleepwithoneeyeopen #watchmegrow,1607310982,15,https://www.tiktok.com/@ali.dakhlallah0/video/6903347950550879494?lang=en,2042,84,47,76500,0
2142,ali.dakhlallah0,6.82E+18,6.90E+18,#fyp #foryou #foryoupage #tabli #drum #dance #arabic #arabicmusic #nightout #HowBizarre #like #share #comment,1607242455,17,https://www.tiktok.com/@ali.dakhlallah0/video/6903053340565933318?lang=en,3203,19,49,107800,0
2143,ali.dakhlallah0,6.82E+18,6.90E+18,#fyp #foryou #foryoupage #nightout #arabic #arabicparty #arabicmusic #drum #bellydancer #HowBizarre #like #comment #share,1607242064,15,https://www.tiktok.com/@ali.dakhlallah0/video/6903051692191862021?lang=en,2972,42,41,92200,0
2144,ali.dakhlallah0,6.82E+18,6.90E+18,#funny #fyp #foryou #duet #watchmegrow #comedy #عربي #لول #share #like #comment #😂 #😂😂😂,1607138720,8,https://www.tiktok.com/@ali.dakhlallah0/video/6902608118975302918?lang=en,714,23,15,43400,0
2145,ali.dakhlallah0,6.82E+18,6.90E+18,#fyp #arabic #foryou #عربي #music #like #comment #share #bling,1607136702,12,https://www.tiktok.com/@ali.dakhlallah0/video/6902599444198362374?lang=en,725,8,24,37900,0
2146,ali.dakhlallah0,6.82E+18,6.90E+18,There’s no any key??? #lol #fyp #foryou #foryoupage #funny #comedy #keyboard #key #anykey #omg #😂😂😂 #😂 #😂😂,1607133919,14,https://www.tiktok.com/@ali.dakhlallah0/video/6902587502872284422?lang=en,981,71,38,34300,0
2147,ali.dakhlallah0,6.82E+18,6.90E+18,#fyp #foryou #foryoupage #comedy #lol #funny #high #watchmegrow #like #comment #share,1607133396,7,https://www.tiktok.com/@ali.dakhlallah0/video/6902585241253285126?lang=en,789,22,17,32700,0
2148,ali.dakhlallah0,6.82E+18,6.90E+18,#fyp #foryou #foryoupage #funny #comedy #lol #watchmegrow #like #comment #share #duet #fall #omg #follow #famous #bling #tiktok,1607132710,13,https://www.tiktok.com/@ali.dakhlallah0/video/6902582290640096517?lang=en,649,1,18,28700,0
2149,ali.dakhlallah0,6.82E+18,6.90E+18,#funny #comedy #lol #fyp #foryou #cat #kitty #gothim,1607051214,10,https://www.tiktok.com/@ali.dakhlallah0/video/6902232264805977349?lang=en,1061,31,25,30100,0
2150,ali.dakhlallah0,6.82E+18,6.90E+18,#cartok #mechanic #mechanical #fastworker #fastworkers #wow #followers #like #fyp #foryou,1607030377,13,https://www.tiktok.com/@ali.dakhlallah0/video/6902142737567583494?lang=en,1053,28,27,30100,0
2151,ali.dakhlallah0,6.82E+18,6.90E+18,#fyp #foryou #foryoupage #funny #siri  #navigation #comedy #lol #comment #like #share,1607022122,57,https://www.tiktok.com/@ali.dakhlallah0/video/6902107278778846469?lang=en,1005,228,32,26800,0
2152,ali.dakhlallah0,6.82E+18,6.90E+18,#comedy #fyp #foryou #foryoupage #funny #lol #like #comment,1606966261,14,https://www.tiktok.com/@ali.dakhlallah0/video/6901867376699100422?lang=en,1052,46,47,26600,0
2153,ali.dakhlallah0,6.82E+18,6.90E+18,,1606914808,15,https://www.tiktok.com/@ali.dakhlallah0/video/6901645961668349189?lang=en,798,19,34,20700,0
2154,ali.dakhlallah0,6.82E+18,6.90E+18,#fyp #foryoupage #foryou #HappyHolidays #watchmegrow #drum #arabic #عربي #طبلة #tabli #wow,1606875291,15,https://www.tiktok.com/@ali.dakhlallah0/video/6901476697065917701?lang=en,652,6,20,22300,0
2155,ali.dakhlallah0,6.82E+18,6.90E+18,#fyp #funny #comedy #ibelieveicanfly #share #singing #ColdWeather #foryou #lebanese,1606788091,15,https://www.tiktok.com/@ali.dakhlallah0/video/6901102167000763653?lang=en,542,58,26,18400,0
2156,ali.dakhlallah0,6.82E+18,6.90E+18,#fyp #foryou #comedy #funny #arabic #egyptian #ColdWeather #عربي,1606787385,15,https://www.tiktok.com/@ali.dakhlallah0/video/6901099147537960198?lang=en,333,4,9,16700,0
2157,ali.dakhlallah0,6.82E+18,6.90E+18,#duet with @rob_cie #comedy #funny #fyp #foryou #busted #hidingmoney #alwayssomeonewatching,1606785904,13,https://www.tiktok.com/@ali.dakhlallah0/video/6901092767112498437?lang=en,593,5,18,18800,0
2158,ali.dakhlallah0,6.82E+18,6.90E+18,#fyp #foryou #عربي #arabicmusic #arabic,1606783414,28,https://www.tiktok.com/@ali.dakhlallah0/video/6901082088649329925?lang=en,391,11,21,15400,0
2159,ali.dakhlallah0,6.82E+18,6.90E+18,#عربي #اغاني #حب #fyp #watchmegrow  #love #romance #arabicmusic #arabic #funny,1606695219,10,https://www.tiktok.com/@ali.dakhlallah0/video/6900703274677128454?lang=en,334,4,14,15200,0
2160,ali.dakhlallah0,6.82E+18,6.90E+18,#fyp #funny #headgasket #lol #comedy #badengine #watchmegrow,1606515336,10,https://www.tiktok.com/@ali.dakhlallah0/video/6899930687957110021?lang=en,492,45,32,14500,0
2161,ali.dakhlallah0,6.82E+18,6.90E+18,#tabli #fyp #music #dance #GivingThanks #arabthanksgiving #share #like,1606441845,30,https://www.tiktok.com/@ali.dakhlallah0/video/6899615059463507205?lang=en,388,9,24,12300,0
2162,ali.dakhlallah0,6.82E+18,6.90E+18,when you try to leave your house but your cat doesn't want you to leave #fyp #funny #cat #lol #kitty,1606433692,41,https://www.tiktok.com/@ali.dakhlallah0/video/6899580046059572486?lang=en,527,35,24,12000,0
2163,ali.dakhlallah0,6.82E+18,6.90E+18,#fyp #watchmegrow #tabli #arabic #arabicmusic #tabtaba #dance,1606431773,59,https://www.tiktok.com/@ali.dakhlallah0/video/6899571799462399238?lang=en,444,6,22,12900,0
2164,ali.dakhlallah0,6.82E+18,6.90E+18,#duet with @hannahbanana231234  #fyp #funny #comedy #cat #daughter #like #comment #lol,1606362246,15,https://www.tiktok.com/@ali.dakhlallah0/video/6899273178787433733?lang=en,424,23,14,11900,0
2165,katiejlinz,5.32E+16,6.93E+18,EWWWW...#fyp #friendstvofficial #monicagotstung #jellyfish #discoverychannel #rossgeller #joeyandchandler,1614105090,59,https://www.tiktok.com/@katiejlinz/video/6932528527405255941?lang=en,3061,28,71,13800,0
2166,katiejlinz,5.32E+16,6.93E+18,WHYS THAT THEN? #fyp #mickyflanagan #husbandvswifecomedy #alwayssaytherightthing #marriageadvice #gardener #cleaner,1613931877,48,https://www.tiktok.com/@katiejlinz/video/6931784588482071813?lang=en,21000,1107,164,261100,0
2167,katiejlinz,5.32E+16,6.93E+18,PETS HEADS ARE FALLING OFF! #fyp #dumbanddumber #petsheadsarefallingoff #lloydandharry #nofoodnojobs #sweetoldlady,1613844640,58,https://www.tiktok.com/@katiejlinz/video/6931409913780473094?lang=en,10500,305,326,111000,0
2168,katiejlinz,5.32E+16,6.93E+18,LUNGES..#foryoupage #friendstvofficial #lunges #joeyandchandler #couldibewearinganymoreclothes #commando #opposite,1613757785,58,https://www.tiktok.com/@katiejlinz/video/6931036865218841861?lang=en,104500,1673,1250,556900,0
2169,katiejlinz,5.32E+16,6.93E+18,INFRONT OF MY FRIENDS!! #foryoupage #kevinhart #childhoodmemories #infrontofmyfriends #hyped #gettingintrouble #swearingkids,1613585153,27,https://www.tiktok.com/@katiejlinz/video/6930295414780529926?lang=en,26700,1016,380,209800,0
2170,katiejlinz,5.32E+16,6.93E+18,GUILT SWEETS! #fyp #gavinandstacey #smithy #youththeatre #tuckshop #shrimps #colabottles #guiltsweets #tvcomedy,1613499654,52,https://www.tiktok.com/@katiejlinz/video/6929928201649081606?lang=en,9294,38,135,87900,0
2171,katiejlinz,5.32E+16,6.93E+18,JOEY DOESNT SHARE FOOD! Thank you for 500k!! 🤎🤎 #fyp #friendstvofficial #joeydoesntsharefood #pheobebuffay #nosharing #datingissues,1613413192,54,https://www.tiktok.com/@katiejlinz/video/6929556855614082310?lang=en,33200,846,515,172000,0
2172,katiejlinz,5.32E+16,6.93E+18,Happy Valentine’s Day! #fyp #boyfriendvsgirlfriend #valentinesday #nofuss #husbandvswifecomedy #relationshipproblems,1613327121,58,https://www.tiktok.com/@katiejlinz/video/6929187183060487430?lang=en,36600,1100,414,304800,0
2173,katiejlinz,5.32E+16,6.93E+18,Me when I haven’t eaten cake for 2 days... #fyp #catherinetate #guesshowmuch #weightloss #cakeislife #10poundslighter #comedyshow,1613239982,48,https://www.tiktok.com/@katiejlinz/video/6928812918188395781?lang=en,15800,161,154,144200,0
2174,katiejlinz,5.32E+16,6.93E+18,LIGHTNING ROUND...#fyp #friendstvofficial #lightninground #chandlerbingjob #monicaandrachel #spacecowboy #rossgeller,1613155149,51,https://www.tiktok.com/@katiejlinz/video/6928448564225969414?lang=en,64600,1726,962,455700,0
2175,katiejlinz,5.32E+16,6.93E+18,I am a massive fan of Thomas.. #fyp #mickyflanagan #thomas #massivefan #favouritetrain #havingchildren #standupcomedy,1612980850,57,https://www.tiktok.com/@katiejlinz/video/6927699949115215109?lang=en,18100,432,219,165000,0
2176,katiejlinz,5.32E+16,6.93E+18,IN LONDON!! #fyp #friendstvofficial #joeyfindsout #monicaandchandler #secretsout #london #eyelashcurler,1612894151,42,https://www.tiktok.com/@katiejlinz/video/6927327586909506822?lang=en,34500,290,315,267100,0
2177,katiejlinz,5.32E+16,6.93E+18,MICK.. AM I WRONG? #fyp #gavinandstacey #smithy #indiantakeaway #dawnandpete #nosharing #9poppadoms,1612807770,54,https://www.tiktok.com/@katiejlinz/video/6926956579233271045?lang=en,34800,799,479,303300,0
2178,katiejlinz,5.32E+16,6.93E+18,BOYS VS GIRLS... #fyp  #kevinhart #husbandvswifecomedy #boysvsgirls #relationshipfacts #goingoutout #informationneeded,1612721460,45,https://www.tiktok.com/@katiejlinz/video/6926585883843923205?lang=en,994400,64100,5233,9600000,1
2179,katiejlinz,5.32E+16,6.93E+18,DIVORCED.. AGAIN!! #foryoupage #friendstvofficial #rossandmonica #secrets #tellingmum #divorced #porchswing #rossdid,1612635291,37,https://www.tiktok.com/@katiejlinz/video/6926215797152992517?lang=en,29000,363,408,178100,0
2180,katiejlinz,5.32E+16,6.93E+18,Play it nice and cool... #foryoupage #onlyfoolsandhorses #bar #playitniceandcooltrig #delboy #flirtinggonewrong #crampingmystyle,1612376170,56,https://www.tiktok.com/@katiejlinz/video/6925102874653379846?lang=en,26300,1043,1486,213300,0
2181,katiejlinz,5.32E+16,6.92E+18,We love to know the details! #forupage #mickyflanagancomedy #husbandvswifecomedy #outout #womenknowstuff,1612290340,48,https://www.tiktok.com/@katiejlinz/video/6924734240848383238?lang=en,17300,357,155,214900,0
2182,katiejlinz,5.32E+16,6.92E+18,PUT THE PIGEON ON THE PHONE!..#foryoupage #kevinhart #pigeon #standup #husbandwifecomedy #feedthepigeons #icouldeat,1612203379,53,https://www.tiktok.com/@katiejlinz/video/6924360741260709125?lang=en,87600,6968,730,657400,0
2183,katiejlinz,5.32E+16,6.92E+18,NICE SHOOTING... #foryoupage #friendstvofficial #rossgeller #quiznight #namethatgrandmother #chandlerbing #boysvsgirls,1612116405,58,https://www.tiktok.com/@katiejlinz/video/6923987195950828805?lang=en,67500,901,675,389100,0
2184,katiejlinz,5.32E+16,6.92E+18,The amount of shaving foam I went through for this😂.. #fyp #gavinandstacey #nessaandbryn #engagement #shavingfoam,1612031371,55,https://www.tiktok.com/@katiejlinz/video/6923621980482669829?lang=en,21300,160,233,201900,0
2185,katiejlinz,5.32E+16,6.92E+18,A GIRL!!??... #foryoupage #onlyfoolsandhorses #grandad #rodney #delboy #comedytvshow,1611944522,59,https://www.tiktok.com/@katiejlinz/video/6923248962010893573?lang=en,10300,190,389,126600,0
2186,katiejlinz,5.32E+16,6.92E+18,MY SANDWICH!!! #foryoupage #friendstvofficial #rossgeller #mysandwich #moistmakersandwich #redross #friendstvshow,1611770999,57,https://www.tiktok.com/@katiejlinz/video/6922503681086672133?lang=en,19800,337,298,134700,0
2187,katiejlinz,5.32E+16,6.92E+18,CHICKENNNN...#foryoupage #chicken #japan #kevinhart #homecomforts #whatroomareyouin #comedyvideos,1611684543,56,https://www.tiktok.com/@katiejlinz/video/6922132391901351169?lang=en,196000,2083,464,1100000,0
2188,katiejlinz,5.32E+16,6.92E+18,The Tales of a Relationship- The washing basket.. #foryoupage #husbandvswifecomedy #bfvsgf #washingbasket #theyneverlisten,1611598225,55,https://www.tiktok.com/@katiejlinz/video/6921761659539164417?lang=en,47600,1908,545,421500,0
2189,katiejlinz,5.32E+16,6.92E+18,Fish fingers and beans... Twice.. #foryoupage #rickygervais #afterlife #fishfingers #childrensportion #tvshows #itstherules,1611513206,56,https://www.tiktok.com/@katiejlinz/video/6921396502950710529?lang=en,60800,398,305,672900,0
2190,katiejlinz,5.32E+16,6.92E+18,Je m'appelle Claude..#foryoupage #fyp #friendstvofficial #joeyandphoebe #frenchlesson #jemapelle #thatsnotwhatisaid,1611425858,48,https://www.tiktok.com/@katiejlinz/video/6921021346088537345?lang=en,29000,727,427,177000,0
2191,katiejlinz,5.32E+16,6.92E+18,ABSOLUTELY FANTASTIC! #foryoupage #fyp #peterkayfans #eatingout #nevercomplain #special #restaurant,1611339412,24,https://www.tiktok.com/@katiejlinz/video/6920650065191193857?lang=en,11800,284,161,123300,0
2192,katiejlinz,5.32E+16,6.92E+18,I KNEW IT!! #foryoupage #fyp #friendstvofficial #rossandrachelbreakup #wewereonabreak #18pagesfrontandback #notthatcommon,1611166230,31,https://www.tiktok.com/@katiejlinz/video/6919906253091228929?lang=en,70600,737,523,497500,0
2193,katiejlinz,5.32E+16,6.92E+18,RECYCLING BIN..#foryoupage #thiscountry #fyp #comedytvshow #kerryandkurtan #drivinglessons #recyclingbin,1611080193,37,https://www.tiktok.com/@katiejlinz/video/6919536726532787457?lang=en,8320,142,123,123200,0
